stitch_id_flat,drug_name,n_neuro_pt,neurotoxic,pubchem_cid,smiles,inchikey
CID105281007,dacarbazine,3,1,5281007,CN(C)NN=C1C(=NC=N1)C(=O)N,OMJKFYKNWZZKTK-UHFFFAOYSA-N
CID105310993,acipimox,0,0,5310993,CC1=CN=C(C=[N+]1[O-])C(=O)O,DJQOOSBJCLSSEY-UHFFFAOYSA-N
CID105311167,halobetasol,1,1,5311167,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C)F,LEHFPXVYPMWYQD-UHFFFAOYSA-N
CID105327147,polyoxyethylene,0,0,5327147,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,ISGUIIHZEJGUGQ-UHFFFAOYSA-N
CID105328940,bosutinib,0,0,5328940,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,UBPYILGKFZZVDX-UHFFFAOYSA-N
CID105353894,pralidoxime,0,0,5353894,CN1C=CC=CC1=C[NH+]=O,JBKPUQTUERUYQE-UHFFFAOYSA-O
CID105353980,sulfasalazine,7,1,5353980,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O,OQANPHBRHBJGNZ-UHFFFAOYSA-N
CID105359596,arsenic,7,1,5359596,[As],RQNWIZPPADIBDY-UHFFFAOYSA-N
CID105360237,Paroven,0,0,5360237,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O,IYVFNTXFRYQLRP-UHFFFAOYSA-N
CID105361912,rifabutin,3,1,5361912,CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C(C2=O)C(=C(C6=C5C(=O)C(O6)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)C,ATEBXHFBFRCZMA-UHFFFAOYSA-N
CID105361917,methylnaltrexone,0,0,5361917,C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-],IFGIYSGOEZJNBE-UHFFFAOYSA-N
CID105362070,balsalazide,0,0,5362070,C1=CC(=CC=C1C(=O)NCCC(=O)O)NN=C2C=CC(=O)C(=C2)C(=O)O,KONZVQJABTUMFX-UHFFFAOYSA-N
CID105362420,verteporfin,2,1,5362420,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C,YTZALCGQUPRCGW-UHFFFAOYSA-N
CID105381226,rifampicin,2,1,5381226,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C(=O)C2=CNN5CCN(CC5)C)O)C,FZYOVNIOYYPUPY-UHFFFAOYSA-N
CID105462337,olsalazine,3,1,5462337,C1=CC(=C(C=C1NN=C2C=CC(=O)C(=C2)C(=O)O)C(=O)O)O,ULGVHUUBIHTFAM-UHFFFAOYSA-N
CID105464096,ramiprilat,8,1,5464096,CC(C(=O)N1C2CCCC2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,KEDYTOTWMPBSLG-UHFFFAOYSA-N
CID105479141,CGP,5,1,5479141,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)C(C)NC(=O)CCC(C(=O)N)NC(=O)C(C)NC(=O)C(C)OC1C(C(OC(C1O)CO)O)NC(=O)C)OC(=O)CCCCCCCCCCCCCCC,JMUHBNWAORSSBD-UHFFFAOYSA-N
CID105487068,Mersyndol,4,1,5487068,CC(=O)NC1=CC=C(C=C1)O.CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O.C(CC(=O)O)C(=O)O.OP(=O)(O)O,UIEXGALYZIJPJA-UHFFFAOYSA-N
CID105487301,tegaserod,2,1,5487301,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,URPUECXJHQGUDU-UHFFFAOYSA-N
CID105488383,ofatumumab,0,0,5488383,C1COCC2=C1N=CC3=NC(=C4C=CON4)N=C23.OP(=O)(O)O,CAKJTDWTGCLYDZ-UHFFFAOYSA-N
CID105488547,alvimopan,0,0,5488547,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O.O.O,USPVLEIQIUNQGE-UHFFFAOYSA-N
CID105493381,deferasirox,0,0,5493381,C1=CC(=C2NC(=C3C=CC=CC3=O)N(N2)C4=CC=C(C=C4)C(=O)O)C(=O)C=C1,FMSOAWSKCWYLBB-UHFFFAOYSA-N
CID106102852,gadobutrol,2,1,6102852,C1CN(CCN(CCN(CCN1CC(=O)[O-])CC(=O)[O-])C(CO)C(CO)O)CC(=O)[O-].[Gd+3],ZPDFIIGFYAHNSK-UHFFFAOYSA-K
CID106323497,rifapentine,6,1,6323497,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C(=O)C2=CNN5CCN(CC5)C6CCCC6)O)C,RISDZDVHYCURHD-UHFFFAOYSA-N
CID106326970,selenium,0,0,6326970,[Se],BUGBHKTXTAQXES-UHFFFAOYSA-N
CID106328144,radium,0,0,6328144,[Ra],HCWPIIXVSYCSAN-UHFFFAOYSA-N
CID106328526,AC1O3HA7,2,1,6328526,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[In],KPQJSIJSVGOGKZ-UHFFFAOYSA-N
CID106331630,eribulin,7,1,6331630,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,UFNVPOGXISZXJD-UHFFFAOYSA-N
CID106333887,auranofin,1,1,6333887,CC[PH+](CC)CC.CC[PH+](CC)CC.CC(=O)OCC1C(C(C(C(O1)[SH2+])OC(=O)C)OC(=O)C)OC(=O)C.[Au].[Au],WIDYMGFHNKRNJY-UHFFFAOYSA-Q
CID106398970,cefdinir,3,1,6398970,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,RTXOFQZKPXMALH-UHFFFAOYSA-N
CID106433082,hexaminolevulinate,0,0,6433082,CCCCCCOC(=O)CCC(=O)CN.Cl,LZYXPFZBAZTOCH-UHFFFAOYSA-N
CID106433091,tapentadol,8,1,6433091,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,KWTWDQCKEHXFFR-UHFFFAOYSA-N
CID106433101,tafluprost,0,0,6433101,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O,WSNODXPBBALQOF-UHFFFAOYSA-N
CID106433117,indacaterol,2,1,6433117,CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,QZZUEBNBZAPZLX-UHFFFAOYSA-N
CID106433119,rivaroxaban,2,1,6433119,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,KGFYHTZWPPHNLQ-UHFFFAOYSA-N
CID106435110,ivermectin,5,1,6435110,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C.CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)OC1C(C)C,SPBDXSGPUHCETR-UHFFFAOYSA-N
CID106437075,Timentin,1,1,6437075,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)O)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)O,XWMVMWTVLSLJGY-UHFFFAOYSA-N
CID106440191,fidaxomicin,0,0,6440191,CCC1C=C(C(CC=CC=C(C(=O)OC(CC=C(C=C(C1OC2C(C(C(C(O2)(C)C)OC(=O)C(C)C)O)O)C)C)C(C)O)COC3C(C(C(C(O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)C,ZVGNESXIJDCBKN-UHFFFAOYSA-N
CID106442177,everolimus,6,1,6442177,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,HKVAMNSJSFKALM-UHFFFAOYSA-N
CID106445540,ixabepilone,12,1,6445540,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-UHFFFAOYSA-N
CID106452749,Locorten,0,0,6452749,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C(C)(C)C)O)C)O)F)C)F.C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,CVUQAAZGOGWDCF-UHFFFAOYSA-N
CID106453361,Sativex,5,1,6453361,[O-2].[O-2].[O-2].[Cf].[Cf],NXNFSFOCVGWVMN-UHFFFAOYSA-N
CID106477186,delamanid,4,1,6477186,CC1(CN2C=C(N=C2O1)[N+](=O)[O-])COC3=CC=C(C=C3)N4CCC(CC4)OC5=CC=C(C=C5)OC(F)(F)F,XDAOLTSRNUSPPH-UHFFFAOYSA-N
CID106850789,iron,3,1,6850789,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.[O-2].[O-2].[O-2].[Fe+3].[Fe+3],MSBRDSHNKSLACK-UHFFFAOYSA-N
CID106850791,leuprorelin,10,1,6850791,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5C=NC=N5)NC(=O)C6CCC(=O)N6.CC(=O)O,LCRCDJRENPEPSZ-UHFFFAOYSA-N
CID106918182,strontium,4,1,6918182,C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].[Sr+2].[Sr+2],XXUZFRDUEGQHOV-UHFFFAOYSA-J
CID106918313,vilazodone,3,1,6918313,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N.Cl,RPZBRGFNBNQSOP-UHFFFAOYSA-N
CID106918366,fosaprepitant,3,1,6918366,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)N(N3)P(=O)([O-])[O-])C4=CC=C(C=C4)F.C[NH2+]CC(C(C(C(CO)O)O)O)O.C[NH2+]CC(C(C(C(CO)O)O)O)O,VRQHBYGYXDWZDL-UHFFFAOYSA-N
CID106918430,ceftobiprole,1,1,6918430,C1CNCC1N2CCC(=CC3=C(N4C(C(C4=O)NC(=O)C(=C5NSC(=N5)N)N=O)SC3)C(=O)O)C2=O,LXLDMYXULSBRCX-UHFFFAOYSA-N
CID106918456,prasugrel,0,0,6918456,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,DTGLZDAWLRGWQN-UHFFFAOYSA-N
CID106918462,retapamulin,0,0,6918462,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CC5CCC(C4)N5C)C,STZYTFJPGGDRJD-UHFFFAOYSA-N
CID106918558,fesoterodine,1,1,6918558,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,DCCSDBARQIPTGU-UHFFFAOYSA-N
CID106918584,sugammadex,0,0,6918584,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])O)O)C(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],KMGKABOMYQLLDJ-UHFFFAOYSA-F
CID106918638,belinostat,0,0,6918638,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,NCNRHFGMJRPRSK-UHFFFAOYSA-N
CID106918670,PEP005,0,0,6918670,CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C,VDJHFHXMUKFKET-UHFFFAOYSA-N
CID109794842,tasimelteon,0,0,9794842,CCC(=O)NCC1CC1C2=C3CCOC3=CC=C2,PTOIAAWZLUQTIO-UHFFFAOYSA-N
CID109800339,olodaterol,0,0,9800339,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=C3C(=CC(=C2)O)NC(=O)CO3)O,COUYJEVMBVSIHV-UHFFFAOYSA-N
CID109810131,ceftaroline,1,1,9810131,CCON=C(C1=NSC(=N1)NP(=O)(O)[O-])C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)O,ZCCUWMICIWSJIX-UHFFFAOYSA-N
CID109811221,cabazitaxel,4,1,9811221,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,BMQGVNUXMIRLCK-UHFFFAOYSA-N
CID109812414,dalteparin,4,1,9812414,C(C1C(C(C(C(O1)O)NS(=O)(=O)O)O)OC2C(C(C(C(O2)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O,OHJKXVLJWUPWQG-UHFFFAOYSA-N
CID109815559,trans,3,1,9815559,C1CCC(CC1)C2CC(NC2)C(=O)O,XRZWVSXEDRYQGC-UHFFFAOYSA-N
CID109818231,tofacitinib,1,1,9818231,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,UJLAWZDWDVHWOW-UHFFFAOYSA-N
CID109825285,azilsartan,0,0,9825285,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NC(=O)ON5)C(=O)O,KGSXMPPBFPAXLY-UHFFFAOYSA-N
CID109831414,Lovaza,2,1,9831414,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC.CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC,DTMGIJFHGGCSLO-UHFFFAOYSA-N
CID109831761,irbesartan-hydrochlorothiazide,4,1,9831761,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,NZPSYYOURGWZCM-UHFFFAOYSA-N
CID109831783,Stalevo,11,1,9831783,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N.CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN.C1=CC(=C(C=C1CC(C(=O)O)N)O)O,OTVUCEMFRGJEMR-UHFFFAOYSA-N
CID109846180,eltrombopag,1,1,9846180,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)NN=C3C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C,TYEXNVNUZXJNBN-UHFFFAOYSA-N
CID109853053,lomitapide,1,1,9853053,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,MBBCVAKAJPKAKM-UHFFFAOYSA-N
CID109854489,fluticasone,1,1,9854489,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F,XTULMSXFIHGYFS-UHFFFAOYSA-N
CID109865528,mirabegron,0,0,9865528,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,PBAPPPCECJKMCM-UHFFFAOYSA-N
CID109869929,avanafil,1,1,9869929,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl,WEAJZXNPAWBCOA-UHFFFAOYSA-N
CID109871419,ticagrelor,4,1,9871419,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F,OEKWJQXRCDYSHL-UHFFFAOYSA-N
CID109887712,dapagliflozin,0,0,9887712,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,JVHXJTBJCFBINQ-UHFFFAOYSA-N
CID109898619,Depreotide,0,0,9898619,CC(C)C1C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)CC5=CC=CC=C5)C)CCSCC(=O)NCC(C(=O)NC(CCCCN)C(=O)NC(CS)C(=O)NC(CCCCN)C(=O)N)N,XXXSJQLZVNKRKX-UHFFFAOYSA-N
CID109912092,apremilast,0,0,9912092,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,IMOZEMNVLZVGJZ-UHFFFAOYSA-N
CID109924495,perampanel,4,1,9924495,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,PRMWGUBFXWROHD-UHFFFAOYSA-N
CID109930048,vernakalant,3,1,9930048,COC1=C(C=C(C=C1)CCOC2CCCCC2N3CCC(C3)O)OC.Cl,JMHYCBFEEFHTMK-UHFFFAOYSA-N
CID109940864,Benicar-HCT,0,0,9940864,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,CJPRWUSPLWISJM-UHFFFAOYSA-N
CID109941444,SOM230,0,0,9941444,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,VMZMNAABQBOLAK-UHFFFAOYSA-N
CID109966051,Lu,0,0,9966051,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,YQNWZWMKLDQSAC-UHFFFAOYSA-N
CID110028615,vorapaxar,0,0,10028615,CCOC(=O)NC1CCC2C(C1)CC3C(C2C=CC4=NC=C(C=C4)C5=CC(=CC=C5)F)C(OC3=O)C,ZBGXUVOIWDMMJE-UHFFFAOYSA-N
CID110096344,linagliptin,0,0,10096344,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,LTXREWYXXSTFRX-UHFFFAOYSA-N
CID110107393,18F-flutemetamol,0,0,10107393,CNC1=C(C=C(C=C1)C2=NC3=C(S2)C=C(C=C3)O)F,VVECGOCJFKTUAX-UHFFFAOYSA-N
CID110113978,pazopanib,6,1,10113978,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,CUIHSIWYWATEQL-UHFFFAOYSA-N
CID110163178,afatinib,0,0,10163178,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ULXXDDBFHOBEHA-UHFFFAOYSA-N
CID110178705,besifloxacin,0,0,10178705,C1CCN(CC(C1)N)C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4CC4)F,QFFGVLORLPOAEC-UHFFFAOYSA-N
CID110182969,apixaban,2,1,10182969,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,QNZCBYKSOIHPEH-UHFFFAOYSA-N
CID110324367,boceprevir,10,1,10324367,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,LHHCSNFAOIFYRV-UHFFFAOYSA-N
CID110465263,lorcaserin,3,1,10465263,CC1CNCCC2=C1C=C(C=C2)Cl,XTTZERNUQAFMOF-UHFFFAOYSA-N
CID110482134,glycerol,0,0,10482134,C1=CC=C(C=C1)CCCC(=O)OCC(COC(=O)CCCC2=CC=CC=C2)OC(=O)CCCC3=CC=CC=C3,ZSDBFLMJVAGKOU-UHFFFAOYSA-N
CID111001318,tafamidis,0,0,11001318,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,TXEIIPDJKFWEEC-UHFFFAOYSA-N
CID111020241,ascorbate,2,1,11020241,C(C(C1C(=C(C(=O)O1)[O-])[O-])O)O.[Ca+2],PJSRTSKCDJWKPT-UHFFFAOYSA-L
CID111163584,alogliptin,0,0,11163584,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,ZSBOMTDTBDDKMP-UHFFFAOYSA-N
CID111167602,regorafenib,2,1,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,FNHKPVJBJVTLMP-UHFFFAOYSA-N
CID111228026,aclidinium,0,0,11228026,C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5,ASMXXROZKSBQIH-UHFFFAOYSA-N
CID111234049,TR-700,2,1,11234049,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)CO)F,XFALPSLJIHVRKE-UHFFFAOYSA-N
CID111235728,Saxagliptin,0,0,11235728,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N.C(=O)(C(F)(F)F)O,KVBUVKKLNZGQEE-UHFFFAOYSA-N
CID111238823,azilsartan,0,0,11238823,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NC(=O)ON5)C(=O)OCC6=C(OC(=O)O6)C,QJFSABGVXDWMIW-UHFFFAOYSA-N
CID111254352,sodium,4,1,11254352,C(C(C(C(C(C(=O)O)O)O)O)O)O.[Na+].[Fe+3],PKNUOQOQWGOWBO-UHFFFAOYSA-N
CID111304743,riociguat,0,0,11304743,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,WXXSNCNJFUAIDG-UHFFFAOYSA-N
CID111499245,AN2690,0,0,11499245,B1(C2=C(CO1)C=C(C=C2)F)O,LFQDNHWZDQTITF-UHFFFAOYSA-N
CID111501341,florbetaben,0,0,11501341,CNC1=CC=C(C=C1)C=CC2=CC=C(C=C2)OCCOCCOCCF,NCWZOASIUQVOFA-UHFFFAOYSA-N
CID111505907,Zyprexa,17,1,11505907,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O.O.O,ZIYHTKGQQJDOEM-UHFFFAOYSA-N
CID111519069,umeclidinium,0,0,11519069,C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5.[Br-],PEJHHXHHNGORMP-UHFFFAOYSA-M
CID111531537,eliglustat,0,0,11531537,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,FJZZPCZKBUKGGU-UHFFFAOYSA-N
CID111556711,Carfilzomib,3,1,11556711,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,BLMPQMFVWMYDKT-UHFFFAOYSA-N
CID111593706,sevelamer,0,0,11593706,C=CCN.C1C(O1)CCl.C(=O)(O)O,PADGNZFOVSZIKZ-UHFFFAOYSA-N
CID111597571,crizotinib,7,1,11597571,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,KTEIFNKAUNYNJU-UHFFFAOYSA-N
CID111597697,lisdexamfetamine,3,1,11597697,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N.CS(=O)(=O)O.CS(=O)(=O)O,CETWSOHVEGTIBR-UHFFFAOYSA-N
CID111672461,gadofosveset,3,1,11672461,C1CC(CCC1OP(=O)([O-])OCC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.[Na+].[Na+].[Na+].[Gd+3],XGOSYNSWSRUASG-UHFFFAOYSA-H
CID111707110,trametinib,0,0,11707110,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,LIRYPHYGHXZJBZ-UHFFFAOYSA-N
CID111722286,spinosad,0,0,11722286,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,JFLRKDZMHNBDQS-UHFFFAOYSA-N
CID111947681,nitroprusside,0,0,11947681,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe],UIBVHZWNUQLZQQ-UHFFFAOYSA-N
CID111949646,empagliflozin,3,1,11949646,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,OBWASQILIWPZMG-UHFFFAOYSA-N
